Date,Symbol,K val,D val,Buy,Sell
2016-10-28,PCLN,66.21919829074037,57.46841949625431,None,None
2016-10-31,PCLN,59.279090297033875,53.093030099011294,None,None
2016-10-27,CTXS,28.50873843715133,41.41955736562998,None,None
2016-10-28,CTXS,43.26052009611278,47.8749668298693,None,None
2016-10-31,CTXS,50.54657059024266,50.182190196747555,None,None
2016-10-27,LRCX,56.460351978752215,54.5276314697846,None,None
2016-10-28,LRCX,54.98578919808098,53.56127121530079,None,None
2016-10-31,LRCX,58.54703667173207,52.84901222391069,None,None
2016-10-27,SYMC,29.10044235096855,35.531071549875044,None,None
2016-10-28,SYMC,22.222051281613204,38.74638614932829,None,None
2016-10-31,SYMC,41.025660749557474,47.00855358318583,None,None
2016-10-27,DISCA,73.87712583149637,64.61785189291469,None,None
2016-10-28,DISCA,67.82785765710362,59.98821492362384,None,None
2016-10-31,DISCA,68.20518067065183,56.06839355688395,None,None
2016-10-27,PAYX,68.05905666418658,59.92761247309737,None,None
2016-10-28,PAYX,61.48706710382558,55.86189037755277,None,None
2016-10-31,PAYX,59.14790604324907,53.049302014416355,None,None
2016-10-27,DISCK,72.78467861358388,63.75431331645244,None,None
2016-10-28,DISCK,67.32310884953823,59.23913066788671,None,None
2016-10-31,DISCK,65.59142473118285,55.197141577060954,None,None
2016-10-27,TMUS,57.00218845250751,55.93502852616506,None,None
2016-10-28,TMUS,57.11344067929694,55.401448562993835,None,None
2016-10-31,TMUS,63.63635751452685,54.54545250484229,None,None
2016-10-27,FOX,56.157242452536465,56.44772901753288,None,None
2016-10-28,FOX,59.72605975723615,56.59297230003109,None,None
2016-10-31,FOX,65.07928571428567,55.02642857142856,None,None
2016-10-27,SIRI,32.83950617283972,42.38683127572025,None,None
2016-10-28,SIRI,39.2592592592594,47.160493827160515,None,None
2016-10-31,SIRI,53.333333333333215,51.11111111111107,None,None
2016-10-27,EA,87.97474678065646,68.07322815299788,None,None
2016-10-28,EA,66.63188888313988,58.12246883916859,None,None
2016-10-31,EA,61.60327645154885,53.86775881718295,None,None
2016-10-27,ORLY,33.6924011907096,45.05580177719226,None,None
2016-10-28,ORLY,50.61607667779359,50.73750207043359,None,None
2016-10-31,ORLY,52.394644300260765,50.79821476675359,None,None
2016-10-27,LVNTA,55.153584378407665,57.31611016900037,None,None
2016-10-28,LVNTA,68.40999516973835,58.39737306429672,None,None
2016-10-31,LVNTA,60.173186034727706,53.391062011575904,None,None
2016-10-27,QCOM,62.60224279009122,55.231326996568896,None,None
2016-10-28,QCOM,51.26127880581558,51.545869099807746,None,None
2016-10-31,QCOM,55.06449274041146,51.68816424680382,None,None
2016-10-27,CSX,39.391520197688116,45.006938742547995,None,None
2016-10-28,CSX,41.440301057684216,47.814648014977934,None,None
2016-10-31,CSX,53.00546448087438,51.001821493624796,None,None
2016-10-27,YHOO,76.60164263998962,68.78520886263699,None,None
2016-10-28,YHOO,76.34042286461342,64.87699197396068,None,None
2016-10-31,YHOO,77.43582958590297,59.14527652863433,None,None
2016-10-27,VOD,78.40317001466781,71.56324640832236,None,None
2016-10-28,VOD,86.78279499191942,68.14328460514965,None,None
2016-10-31,VOD,76.47058823529426,58.82352941176475,None,None
2016-10-27,ULTA,49.43084431800812,55.11754276675974,None,None
2016-10-28,ULTA,64.30723395990259,57.960891991135554,None,None
2016-10-31,ULTA,64.36316302025608,54.78772100675203,None,None
2016-10-27,MU,63.679624146302686,56.71161410236047,None,None
2016-10-28,MU,55.26515655843717,53.22760908038937,None,None
2016-10-31,MU,56.626506024096415,52.20883534136547,None,None
2016-10-27,MDLZ,43.401335199509596,51.39735585445106,None,None
2016-10-28,MDLZ,61.175248872562804,55.39536618192179,None,None
2016-10-31,MDLZ,57.51627450980385,52.505424836601286,None,None
2016-10-27,MCHP,53.166375578284985,53.33963104022783,None,None
2016-10-28,MCHP,54.60332059184706,53.426258771199244,None,None
2016-10-31,MCHP,58.51318358262602,52.83772786087535,None,None
2016-10-27,AMGN,98.27635956582162,69.24401130044754,None,None
2016-10-28,AMGN,62.032956525861074,54.7278371677605,None,None
2016-10-31,AMGN,53.225832466130626,51.07527748871021,None,None
2016-10-27,FB,50.28336864750573,54.11275371052281,None,None
2016-10-28,FB,63.387942846205576,56.027446242031345,None,None
2016-10-31,FB,57.0415938198327,52.34719793994424,None,None
2016-10-27,COST,83.24863495665237,67.41127652802882,None,None
2016-10-28,COST,74.87295243497854,59.492597313717056,None,None
2016-10-31,COST,55.40725925925893,51.80241975308631,None,None
2016-10-27,FISV,18.564109069478498,39.39470333561247,None,None
2016-10-28,FISV,49.96754707591502,49.81000046867946,None,None
2016-10-31,FISV,49.19368149518503,49.73122716506168,None,None
2016-10-27,ADSK,58.03825375091228,59.12225098583244,None,None
2016-10-28,ADSK,68.76466051936879,59.66424960329251,None,None
2016-10-31,ADSK,65.34213243576312,55.114044145254375,None,None
2016-10-27,MSFT,61.79112759714148,57.80754335722192,None,None
2016-10-28,MSFT,59.222203206735955,55.815751237262134,None,None
2016-10-31,MSFT,62.33757575757563,54.11252525252522,None,None
2016-10-27,DLTR,37.088401812486794,47.30373523615191,None,None
2016-10-28,DLTR,52.83769588643207,52.41140194798446,None,None
2016-10-31,DLTR,56.59476493628193,52.198254978760644,None,None
2016-10-27,FAST,49.194836693994205,53.784190646284365,None,None
2016-10-28,FAST,60.748696440031864,56.07886762242944,None,None
2016-10-31,FAST,61.23185964088471,53.74395321362824,None,None
2016-10-27,BBBY,56.83590215863569,56.70246217207841,None,None
2016-10-28,BBBY,62.73135100597351,56.635742178799774,None,None
2016-10-31,BBBY,60.76381329563874,53.587937765212914,None,None
2016-10-27,EXPE,55.60504866912869,58.450614684763664,None,None
2016-10-28,EXPE,72.75636475380793,59.87339769258115,None,None
2016-10-31,EXPE,60.29574248590329,53.43191416196777,None,None
2016-10-27,QVCA,31.71867212083837,41.32490716785139,None,None
2016-10-28,QVCA,37.37390572390547,46.1280246913579,None,None
2016-10-31,QVCA,51.515252525252336,50.505084175084114,None,None
2016-10-27,ADP,38.44644239630341,46.85811847916597,None,None
2016-10-28,ADP,52.16097715377724,51.063956520597245,None,None
2016-10-31,ADP,51.546338612021756,50.515446204007254,None,None
2016-10-27,GILD,88.56685934405661,63.19204476464141,None,None
2016-10-28,GILD,52.32696373894895,50.5046374749338,None,None
2016-10-31,GILD,48.78042302877866,49.59347434292622,None,None
2016-10-27,SHPG,97.56114208653051,76.70367669547753,None,None
2016-10-28,SHPG,88.6446465684715,66.27494399995102,None,None
2016-10-31,SHPG,65.27027814707233,55.09009271569078,None,None
2016-10-27,ILMN,55.212080751830015,48.76555938971485,None,None
2016-10-28,ILMN,46.707122298434335,45.54229870865727,None,None
2016-10-31,ILMN,34.8796607413062,44.959886913768734,None,None
2016-10-27,TRIP,46.153329200763615,55.12417393790424,None,None
2016-10-28,TRIP,69.06446405463217,59.60959630647454,None,None
2016-10-31,TRIP,64.64648729718718,54.88216243239573,None,None
2016-10-27,ADI,45.32222204727452,50.970386283365585,None,None
2016-10-28,ADI,54.54584986776582,53.79446840141111,None,None
2016-10-31,ADI,60.25633300470124,53.418777668233744,None,None
2016-10-27,TSCO,22.945287765561844,33.16017168738455,None,None
2016-10-28,TSCO,26.108893747468144,38.26761364829591,None,None
2016-10-31,TSCO,33.04092079612935,44.34697359870979,None,None
2016-10-27,NTAP,72.23138480969456,64.0197657620755,None,None
2016-10-28,NTAP,69.20424864311326,59.91395623826597,None,None
2016-10-31,NTAP,65.80643010752695,55.26881003584232,None,None
2016-10-27,VIAB,71.92440218227952,62.717615214480205,None,None
2016-10-28,VIAB,66.67440713003231,58.11422173058055,None,None
2016-10-31,VIAB,61.50238709256406,53.83412903085468,None,None
2016-10-27,BIDU,51.12401339494413,55.877354923926404,None,None
2016-10-28,BIDU,65.80293670994784,58.25402568841754,None,None
2016-10-31,BIDU,63.43871053295715,54.47957017765239,None,None
2016-10-27,EBAY,65.4441722926487,58.86186939569231,None,None
2016-10-28,EBAY,62.52274358748788,55.57071794721412,None,None
2016-10-31,EBAY,56.28411538123169,52.09470512707723,None,None
2016-10-27,SBUX,76.2249681729972,65.36691385695747,None,None
2016-10-28,SBUX,71.48030940235294,59.937886698937604,None,None
2016-10-31,SBUX,62.50002604168983,54.16667534722994,None,None
2016-10-27,CHTR,36.42890690973765,49.222281421993976,None,None
2016-10-28,CHTR,60.996945610775924,55.61896867812214,None,None
2016-10-31,CHTR,58.78994063538573,52.92998021179525,None,None
2016-10-27,CMCSA,41.204169396340674,47.2648831254669,None,None
2016-10-28,CMCSA,51.04674239769057,50.29523999003001,None,None
2016-10-31,CMCSA,49.75846635859919,49.919488786199736,None,None
2016-10-27,ADBE,56.56449446832222,56.20453567929554,None,None
2016-10-28,ADBE,62.25903442717325,56.02455628478219,None,None
2016-10-31,ADBE,58.72195164075997,52.90731721358666,None,None
2016-10-27,LBTYA,28.500864808706623,41.45379390135454,None,None
2016-10-28,LBTYA,41.176458413466534,47.9302584476785,None,None
2016-10-31,LBTYA,53.921475394353436,51.30715846478448,None,None
2016-10-27,TSLA,77.65564796914394,65.8304719870603,None,None
2016-10-28,TSLA,70.28943227703016,59.917883996018496,None,None
2016-10-31,TSLA,64.19632956653797,54.73210985551266,None,None
2016-10-27,AAL,44.097262189009115,50.173631637040145,None,None
2016-10-28,AAL,52.864622531528255,53.21181636105566,None,None
2016-10-31,AAL,60.15623982745806,53.38541327581936,None,None
2016-10-27,LBTYK,34.59358891390711,44.68563875808703,None,None
2016-10-28,LBTYK,46.4850181408019,49.731663680176986,None,None
2016-10-31,LBTYK,54.064959349593565,51.354986449864526,None,None
2016-10-27,MXIM,53.910497297706655,52.19354790773397,None,None
2016-10-28,MXIM,50.64602067183462,51.33507321274763,None,None
2016-10-31,MXIM,55.03879844961241,51.67959948320414,None,None
2016-10-27,WBA,52.24450889347276,50.459227275998856,None,None
2016-10-28,WBA,37.58864829067459,49.5665864672619,None,None
2016-10-31,WBA,66.66666666666667,55.55555555555556,None,None
2016-10-27,DISH,53.343858781061115,52.593754690446445,None,None
2016-10-28,DISH,47.42087349448443,52.21870264513911,None,None
2016-10-31,DISH,63.85285166139933,54.61761722046644,None,None
2016-10-27,PCAR,61.96757006712042,56.390727757111335,None,None
2016-10-28,PCAR,59.33066495006549,53.60230660210679,None,None
2016-10-31,PCAR,52.21438228438235,50.738127428127456,None,None
2016-10-27,TXN,66.11216187202488,60.880132693794565,None,None
2016-10-28,TXN,66.4967195900205,58.2641181046794,None,None
2016-10-31,TXN,62.443452086026525,54.147817362008844,None,None
2016-10-27,MNST,29.985830945827338,40.52708669883225,None,None
2016-10-28,MNST,39.896211021899035,45.7977145753347,None,None
2016-10-31,MNST,46.24539905615761,48.74846635205254,None,None
2016-10-27,INCY,32.24705440004469,37.08646196813126,None,None
2016-10-28,INCY,29.62960836763476,39.50616575217455,None,None
2016-10-31,INCY,33.333333333333336,44.44444444444445,None,None
2016-10-27,BIIB,67.56874068178763,53.84071945512397,None,None
2016-10-28,BIIB,49.48471968069637,46.97670884179213,None,None
2016-10-31,BIIB,37.16811026702001,45.722703422340004,None,None
2016-10-27,ATVI,73.02892235636521,62.303293020852486,None,None
2016-10-28,ATVI,64.43848500650462,56.94047835309612,None,None
2016-10-31,ATVI,59.57442507917561,53.19147502639187,None,None
2016-10-27,CELG,66.48348533571382,55.85327646133459,None,None
2016-10-28,CELG,55.76637351543346,50.53817202414497,None,None
2016-10-31,CELG,43.7722138355022,47.92407127850073,None,None
2016-10-27,CA,54.659332374337126,51.17737273454817,None,None
2016-10-28,CA,48.79227053140078,49.436392914653695,None,None
2016-10-31,CA,49.27536231884047,49.758454106280155,None,None
2016-10-27,GOOG,61.57091874088445,58.47668187268805,None,None
2016-10-28,GOOG,67.56289619697839,56.92956343858985,None,None
2016-10-31,GOOG,54.83869117818678,51.61289705939559,None,None
2016-10-27,AKAM,56.3500972560958,57.99150532351937,None,None
2016-10-28,AKAM,66.20128886579955,58.812209357231154,None,None
2016-10-31,AKAM,65.35300880884084,55.11766960294695,None,None
2016-10-27,INTC,56.537776030143526,54.10740959917254,None,None
2016-10-28,INTC,54.80654182272153,52.892226383687046,None,None
2016-10-31,INTC,55.805205992509414,51.935068664169805,None,None
2016-10-27,INTU,49.24764542198866,53.703672598440306,None,None
2016-10-28,INTU,60.590224541662096,55.93168618666613,None,None
2016-10-31,INTU,60.80725102750442,53.60241700916814,None,None
2016-10-27,ALXN,54.957181117825456,54.338954410303074,None,None
2016-10-28,ALXN,64.49887521640923,54.02984105654189,None,None
2016-10-31,ALXN,46.38597192982464,48.795323976608216,None,None
2016-10-27,STX,64.44956508657337,59.11607167752858,None,None
2016-10-28,STX,62.766233942373134,56.44932497300619,None,None
2016-10-31,STX,59.872611464968145,53.29087048832272,None,None
2016-10-27,ISRG,47.56310802262443,52.19994080328045,None,None
2016-10-28,ISRG,57.20034602635751,54.51835719360846,None,None
2016-10-31,ISRG,59.5320883317018,53.17736277723394,None,None
2016-10-27,CERN,61.7092687811813,60.69026765413772,None,None
2016-10-28,CERN,70.07717169731072,60.18076709061593,None,None
2016-10-31,CERN,65.69769436180562,55.232564787268544,None,None
2016-10-27,NCLH,29.27725277957746,46.89848040903073,None,None
2016-10-28,NCLH,59.12497985031649,55.709094223757376,None,None
2016-10-31,NCLH,62.00345423143345,54.00115141047782,None,None
2016-10-27,CSCO,46.03164357117131,51.32269925262316,None,None
2016-10-28,CSCO,57.14280171336583,53.968227093349086,None,None
2016-10-31,CSCO,57.14281935002216,52.38093978334072,None,None
