Date,High,Low,Close,K val,D val
2016-11-02,54.490002,52.779999,53.150002,0,0
2016-11-01,58.630001,56.91,57.34,122.22208577022002,74.07402859007334
2016-10-31,58.799999,58.119999,58.580002,114.52982935731859,87.55929551248842
2016-10-28,58.59,57.310001,58.400002,107.471730092033,94.19677370566995
2016-10-27,58.50,57.57,57.759998,99.22256535482158,95.8720375887205
2016-10-26,58.77,57.939999,58.240002,96.38095165404494,96.0416756104953
2016-10-25,59.630001,58.77,58.900002,98.14102757002775,96.74145959700613
2016-10-24,59.740002,58.50,59.330002,97.30083632449987,96.9279185061707
2016-10-21,60.869999,58.41,58.459999,92.07027762497884,95.30870487910674
2016-10-20,61.209999,60.490002,61.00,95.24916324565956,95.28885766795767
2016-10-19,61.150002,60.16,60.669998,94.69754022624831,95.09175185405455
2016-10-18,61.75,61.139999,61.150002,95.99993368608185,95.39447913139699
2016-10-17,61.040001,60.57,60.830002,90.42639567655604,93.73845131311668
2016-10-14,61.82,60.759998,60.950001,87.61159726650287,91.69616663091207
2016-10-13,61.389999,60.220001,61.259998,87.34889229531566,90.24707518571327
2016-10-12,61.459999,60.75,61.02,84.69307773455337,88.3957427019933
2016-10-11,62.529999,60.259998,60.73,79.14044869498082,85.31064469965581
2016-10-10,61.91,61.419998,61.790001,80.10659217520397,83.57596052483854
2016-10-07,61.23,60.57,61.130001,75.41088070737369,80.85426725235025
2016-10-06,61.419998,60.669998,60.860001,60.119227016718845,73.94258717380646
2016-10-05,61.560001,61.009998,61.25,55.410011540200884,67.7650619626046
2016-10-04,61.759998,60.77,60.919998,47.04098324986742,60.85703572502555
2016-10-03,61.720001,60.779999,61.419998,48.67664451808392,56.796905322711666
2016-09-30,62.060001,61.189999,61.75,54.52902310838505,56.04094458460279
2016-09-29,62.43,61.43,61.529999,55.25598848204575,55.77929255041711
2016-09-28,62.529999,61.860001,62.450001,68.99594584913766,60.184843649990626
2016-09-27,62.41,61.84,62.150002,73.75064770852185,64.7067783361677
2016-09-26,62.50,61.740002,61.939999,72.46641308084179,67.29332325105906
2016-09-23,63.18,62.580002,62.75,85.38579090160658,73.32414580124157
2016-09-22,63.080002,62.580002,62.98,87.60115355409124,78.0831483855248
2016-09-21,62.48,61.700001,62.369999,80.53076903606082,78.89902193570347
2016-09-20,62.380001,61.549999,62.110001,72.22107977231158,76.67304121457285
2016-09-19,62.52,61.43,61.48,57.86961857505547,70.40523366806705
2016-09-16,62.82,61.82,62.02,52.48260305195127,64.43102346269512
2016-09-15,63.130001,62.009998,62.77,60.512211558443774,63.124752827944675
2016-09-14,62.369999,61.490002,62.189999,54.81764580086729,60.35571715225221
2016-09-13,62.549999,61.27,61.939999,46.259363867244865,55.656932723916434
2016-09-12,62.93,61.619999,62.810001,57.71568411393985,56.34318318725758
2016-09-09,63.970001,62.139999,62.220001,55.05654682639624,55.914304400303806
2016-09-08,64.690002,63.700001,64.139999,72.1364378476938,61.32168221610047
2016-09-07,65.279999,64.739998,65.00,84.44571313349877,69.0296925218999
2016-09-06,64.989998,64.389999,64.959999,86.97045813388259,75.00994772589414
2016-09-02,65.32,64.440002,64.769997,87.0742195773467,79.03137167637833
2016-09-01,65.139999,64.050003,65.010002,88.83138918325176,82.29804417866947
2016-08-31,64.919998,63.009998,64.540001,86.13451459953417,83.57686765229104
2016-08-30,65.169998,64.470001,64.75,86.0649850416648,84.40624011541563
2016-08-29,65.239998,64.029999,65.00,88.0762451718095,85.62957513421358
2016-08-26,64.889999,64.110001,64.639999,85.92469663511636,85.72794896784785
2016-08-25,64.860001,63.77,64.470001,81.70662445795179,84.38750746454917
2016-08-24,64.970001,64.129997,64.50,75.97181471736612,81.58227654882148
2016-08-23,65.709999,64.559998,64.599998,73.59157955728908,78.91871088497734
2016-08-22,65.080002,64.199997,64.620003,68.9376506147615,75.59169079490539
2016-08-19,65.160004,64.440002,64.709999,66.94609263663398,72.70982474214826
2016-08-18,65.50,64.910004,65.150002,71.05052110845008,72.15672353091553
2016-08-17,66.25,64.919998,65.360001,76.37938604302649,73.56427770161918
2016-08-16,66.68,65.690002,65.980003,80.6239320932004,75.91749583214624
2016-08-15,66.790001,66.080002,66.610001,86.28080008962489,79.37193058463913
2016-08-12,66.980003,66.18,66.449997,87.10106443705745,81.94830853544524
2016-08-11,67.260002,66.50,67.059998,92.23139420661965,85.37600375917003
2016-08-10,67.349998,66.360001,66.940002,91.4130541907954,87.38835390304516
2016-08-09,67.50,66.870003,66.910004,89.61934977461061,88.13201919356698
2016-08-08,67.480003,66.529999,67.330002,91.36241656230091,89.20881831647829
2016-08-05,67.440002,65.720001,66.870003,87.37889413779735,88.5988435902513
2016-08-04,67.029999,65.919998,66.300003,76.14192873948292,84.44653863999518
2016-08-03,66.739998,62.650002,66.300003,68.5907939688221,79.16129041627082
2016-08-02,62.470001,61.369999,61.950001,40.916190558868855,66.41292379713683
2016-08-01,62.709999,62.00,62.220001,31.89954770992227,54.90846510139864
2016-07-29,62.709999,62.02,62.389999,26.81285689419098,45.543262365662756
2016-07-28,62.610001,61.939999,62.240002,22.606085444819932,37.89753672538181
2016-07-27,62.279999,61.459999,61.950001,18.22462197345282,31.339898474738817
2016-07-26,62.380001,61.779999,62.25,16.934961992326784,26.538252980601474
