Date,High,Low,Close,K val,D val
2016-11-01,39.130001,38.209999,38.400002,0,0
2016-10-31,39.049999,38.68,38.98,61.23185964088471,53.74395321362824
2016-10-28,39.00,38.439999,38.759998,60.748696440031864,56.07886762242944
2016-10-27,39.130001,38.369999,38.450001,49.194836693994205,53.784190646284365
2016-10-26,39.380001,38.43,39.02,62.14435631527482,56.57091253594785
2016-10-25,38.98,38.470001,38.639999,53.68026218620949,55.6073624193684
2016-10-24,39.080002,38.369999,38.939999,56.584526703595046,55.933083847443946
2016-10-21,38.50,37.959999,38.369999,42.281414568669945,51.38252742118595
2016-10-20,39.130001,38.75,38.810001,48.140680201079704,50.30191168115053
2016-10-19,38.959999,38.02,38.919998,54.62894285449059,51.744255405597215
2016-10-18,38.790001,37.880001,38.16,41.114147778788116,48.20088619666085
2016-10-17,38.549999,38.18,38.27,36.07607629696992,44.15928289676388
2016-10-14,38.639999,37.700001,38.34,34.272917531313354,40.86382777494703
2016-10-13,38.849998,37.93,38.34,35.54700454468515,39.091553364859735
2016-10-12,39.849998,39.02,39.060001,50.682130013917075,42.95507891454552
2016-10-11,42.77,39.68,39.959999,68.82686424943287,51.57900735950797
2016-10-10,42.529999,42.00,42.119999,74.94439780859395,59.36747084253663
2016-10-07,42.740002,42.139999,42.299999,80.20618570078263,66.31370912861863
2016-10-06,42.790001,41.799999,42.73,86.54113887028142,73.0561857091729
2016-10-05,42.080002,41.669998,41.91,85.26448550749605,77.12561897528062
2016-10-04,42.360001,41.290001,41.450001,81.40094711632679,78.55072835562935
2016-10-03,42.290001,41.459999,42.16,83.47488812339272,80.1921149448838
2016-09-30,42.00,40.919998,41.779999,82.36896929247791,80.9177330607485
2016-09-29,41.259998,40.400002,40.84,74.87148982485289,78.9023186487833
2016-09-28,40.91,40.349998,40.869999,66.27151938176942,74.69205222644533
2016-09-27,40.439999,40.02,40.389999,51.79086042069279,67.05832162452782
2016-09-26,40.439999,40.139999,40.200001,36.693316514128654,56.93665325439477
2016-09-23,40.73,40.27,40.439999,29.516348775675002,47.796551761488175
2016-09-22,40.740002,40.50,40.549999,26.055409516691732,40.54950434655603
2016-09-21,40.32,39.939999,40.240002,20.504203295772918,33.867737329628326
2016-09-20,40.700001,39.91,39.919998,13.393973223762355,27.04314929433967
2016-09-19,40.720001,40.259998,40.57,18.17300907759501,24.086435888758118
2016-09-16,40.48,39.849998,40.07,14.667173515844896,20.946681764453707
2016-09-15,40.84,40.080002,40.810001,32.473222060208606,24.788861863038676
2016-09-14,40.650002,39.990002,40.279999,35.17083321872044,28.249518981599262
2016-09-13,40.889999,40.150002,40.439999,43.31253554922084,33.270524504139786
2016-09-12,40.860001,40.110001,40.709999,56.4391318109151,40.99339360639822
2016-09-09,42.209999,40.57,40.57,60.70305286404111,47.563280025612514
2016-09-08,42.389999,42.00,42.169998,73.2370496063885,56.12120321920451
2016-09-07,42.490002,41.610001,42.259998,80.45198387383218,64.23146343741374
2016-09-06,43.599998,42.810001,42.91,92.27098626488254,73.57797104657
2016-09-02,43.529999,42.91,43.32,92.35845306547725,79.83813171953908
2016-09-01,43.369999,42.450001,42.82,87.97231982142928,82.54952775350247
2016-08-31,43.700001,42.939999,43.110001,87.45710016780819,84.18538522493772
2016-08-30,44.18,43.59,43.75,92.08729421319129,86.81935488768892
2016-08-29,44.040001,43.529999,44.00,93.25066097238097,88.96312358258626
2016-08-26,44.23,43.490002,43.75,91.97873626126683,89.96832780881311
2016-08-25,43.77,43.470001,43.73,90.09875677891377,90.01180413218
2016-08-24,44.07,43.630001,43.700001,86.65617879039839,88.89326235158613
2016-08-23,44.57,43.959999,44.029999,88.55957623766649,88.78203364694625
2016-08-22,44.200001,43.59,44.16,85.92650690378518,87.8301913992259
2016-08-19,44.049999,43.43,44.00,81.65540289076164,85.77192856307114
2016-08-18,43.990002,43.240002,43.889999,77.07842392787667,82.87409368467299
2016-08-17,43.639999,43.32,43.610001,65.08707993874962,76.94508910269853
2016-08-16,43.790001,43.470001,43.48,49.40638313961229,67.76552044833645
2016-08-15,43.889999,43.41,43.779999,46.47136850978622,60.667469802153036
2016-08-12,43.610001,43.169998,43.439999,35.99337601774779,52.44277187401796
2016-08-11,43.630001,42.77,43.439999,30.424170066232747,45.10323793808955
2016-08-10,42.700001,42.259998,42.470001,14.727243007118123,34.97790629443241
2016-08-09,43.009998,42.380001,42.48,12.99279129078058,27.649534626548466
2016-08-08,43.119999,42.790001,42.849998,18.799302228738153,24.699457160611693
2016-08-05,42.900002,42.41,42.869999,23.89228452525759,24.43039961549366
2016-08-04,43.240002,42.380001,42.400002,18.62575570069342,22.495518310560247
2016-08-03,42.080002,41.650002,42.060001,8.327254775870614,17.772763798997037
2016-08-02,42.580002,41.779999,41.810001,7.932443872673577,14.492657156889218
2016-08-01,42.950001,42.310001,42.490002,17.7883126562095,15.591208989995977
2016-07-29,42.959999,42.290001,42.75,30.377369305399363,20.519929095130436
2016-07-28,42.59,41.810001,42.50,34.561317403803876,25.20039186468825
2016-07-27,42.060001,41.650002,41.900002,28.28196841595312,26.227584048443205
2016-07-26,42.25,41.709999,41.98,25.77284267562487,26.076003590837097
2016-07-25,42.189999,41.860001,41.919998,22.84218861813146,24.998065266601884
