Date,High,Low,Close,K val,D val
2016-11-01,82.730003,81.790001,82.459999,0,0
2016-10-31,82.800003,81.389999,82.730003,66.66666666666667,55.55555555555556
2016-10-28,81.150002,79.330002,81.099998,37.58864829067459,49.5665864672619
2016-10-27,82.690002,81.82,82.160004,52.24450889347276,50.459227275998856
2016-10-26,82.970001,81.529999,82.300003,63.35993334581353,54.75946263260374
2016-10-25,83.25,82.18,82.449997,70.81134619704162,60.11009048741637
2016-10-24,83.339996,81.580002,83.110001,79.35042917023777,66.52353671502351
2016-10-21,81.620003,80.279999,81.57,71.52041372465533,68.18916238490078
2016-10-20,81.300003,78.610001,81.019997,61.72846807474623,66.03559761484927
2016-10-19,78.07,76.260002,77.18,31.074774969981974,54.38199006656017
2016-10-18,78.900002,77.989998,78.080002,29.28526213805852,46.01641409039295
2016-10-17,79.699997,77.830002,78.010002,27.762686449158146,39.93183820998135
2016-10-14,78.690002,77.940002,78.309998,28.160047732989664,36.00790805098412
2016-10-13,78.629997,77.699997,78.199997,27.90705933642319,33.307625146130476
2016-10-12,78.919998,77.809998,78.300003,28.209238845825794,31.608163046028913
2016-10-11,79.510002,77.800003,78.080002,27.3749047219544,30.197076938004074
2016-10-10,80.099998,79.389999,79.650002,34.21040198452229,31.53485195351015
2016-10-07,80.75,79.25,79.879997,45.319337172691036,36.12968035990378
2016-10-06,80.699997,79.739998,80.300003,56.93246948029045,43.06394340003267
2016-10-05,80.900002,80.18,80.510002,69.50658984726573,51.878158882443685
2016-10-04,81.489998,80.029999,80.239998,72.7960289737463,58.850782246211224
2016-10-03,80.690002,80.019997,80.379997,72.10148011509366,63.267681535838705
2016-09-30,80.919998,79.019997,80.620003,73.74931769810175,66.76156025659306
2016-09-29,80.709999,78.900002,79.209999,62.44678876955851,65.3233030942482
2016-09-28,81.470001,80.150002,80.660004,67.46682824334938,66.03781147728193
2016-09-27,81.510002,80.540001,80.970001,73.61385925704828,68.56316073720404
2016-09-26,81.900002,80.559998,80.68,71.80895853407314,69.64509333616041
2016-09-23,82.589996,82.029999,82.050003,82.87265013382657,74.05427893538246
2016-09-22,82.709999,80.919998,82.379997,86.68475373454436,78.26443720176975
2016-09-21,80.980003,79.650002,80.580002,72.48801012605391,76.33896150986448
2016-09-20,81.290001,80.620003,80.639999,63.54842293685712,72.07544865219536
2016-09-19,81.839996,80.440002,80.809998,59.076004651999554,67.7423006521301
2016-09-16,81.730003,80.360001,81.489998,62.04365348950921,65.84275159792314
2016-09-15,81.660004,80.690002,81.400002,63.23471884869721,64.97340734818117
2016-09-14,82.480003,80.709999,80.980003,56.64452175886814,62.1971121517435
2016-09-13,83.160004,81.980003,82.25,66.0854605736697,63.49322829238557
2016-09-12,83.739998,82.660004,83.57,81.28390407080516,69.42345355185877
2016-09-09,84.239998,82.769997,82.919998,80.83962959278806,73.22884556550187
2016-09-08,85.080002,82.879997,84.669998,90.3491530235726,78.93561471819211
2016-09-07,83.059998,81.410004,82.879997,80.06085339693058,79.3106942777716
2016-09-06,82.139999,81.199997,81.639999,62.41343424777045,73.67827426777122
2016-09-02,82.25,81.720001,82.220001,54.74454660255521,67.36703171269922
2016-09-01,81.709999,80.589996,81.540001,44.82969596950051,59.85458646496632
2016-08-31,80.830002,80.25,80.709999,30.777353657765413,50.162175529232684
2016-08-30,80.550003,79.980003,80.519997,22.381568333610694,40.90197313069202
2016-08-29,80.860001,79.709999,80.349998,17.339314003766976,33.047753421717005
2016-08-26,80.43,78.510002,79.389999,9.573199893081501,25.222902245505168
2016-08-25,81.629997,79.809998,80.18,14.854979532982838,21.766928007997723
2016-08-24,82.440002,81.25,81.470001,24.92107209859941,22.81830937153162
2016-08-23,83.07,82.269997,82.379997,44.96568471186046,30.200767818307902
2016-08-22,83.00,82.220001,82.739998,60.89816009491153,40.433231910509114
2016-08-19,82.830002,82.019997,82.589996,70.42330402140186,50.429922614140025
2016-08-18,82.910004,82.040001,82.650002,77.21204051565881,59.35729524797962
2016-08-17,82.889999,81.730003,82.519997,80.78753548098393,66.50070865898107
2016-08-16,83.50,82.769997,82.800003,85.21802717431254,72.73981483075822
2016-08-15,83.879997,82.660004,83.610001,90.88016136329314,78.78659700826987
2016-08-12,83.360001,82.50,83.32,90.44402116079895,82.67240505911289
2016-08-11,83.230003,82.389999,82.910004,85.68509487437721,83.67663499753434
2016-08-10,82.900002,81.019997,82.50,72.96625369137364,80.10650789548077
2016-08-09,81.169998,80.489998,80.889999,47.12904092245421,69.11401890447192
2016-08-08,80.800003,80.309998,80.629997,32.79594902497592,57.00799561130658
2016-08-05,81.290001,79.919998,80.529999,23.918130924446665,45.97804071568661
2016-08-04,80.290001,79.660004,79.849998,15.356194878277746,35.770758769883656
2016-08-03,80.019997,78.849998,79.599998,9.763481423305342,27.10166632102422
2016-08-02,80.139999,78.419998,78.949997,7.171671643903479,20.458334761983973
2016-08-01,79.489998,78.050003,79.269997,9.97036446393015,16.9623446626327
2016-07-29,79.57,78.800003,79.25,14.179850332993226,16.034846552752875
2016-07-28,79.919998,79.040001,79.459999,18.526566888662117,16.865419998055955
2016-07-27,80.599998,79.550003,79.940002,25.340731119524577,19.690523705212165
2016-07-26,82.349998,81.110001,81.330002,50.63868725552647,30.0065782219836
2016-07-25,81.610001,80.790001,81.57,61.045955015502294,40.35303715315649
