Date,High,Low,Close,K val,D val
2016-11-02,104.889999,102.800003,102.849998,0,0
2016-11-01,104.110001,101.300003,104.089996,53.90742374626548,51.30247458208849
2016-10-31,104.559998,102.080002,102.18,44.10910868598893,48.9046859500553
2016-10-28,105.190002,102.610001,103.900002,53.54722284672283,50.452198248944484
2016-10-27,106.129997,101.669998,104.720001,65.0040515565734,55.30281601815412
2016-10-26,99.220001,97.330002,98.410004,23.39122698619501,44.66561967416775
2016-10-25,98.43,96.93,97.629997,74.40829349001875,54.57984427945142
2016-10-24,99.690002,97.970001,98.07,101.36834781114824,70.17601212335036
2016-10-21,99.75,98.120003,98.910004,117.06124875876759,85.80442433515611
2016-10-20,101.00,99.669998,100.019997,105.56778998055096,92.39221288362106
2016-10-19,101.099998,99.860001,100.019997,97.90548412840653,94.22996996521621
2016-10-18,101.269997,100.019997,100.059998,91.93704533280813,93.46566175441352
2016-10-17,100.510002,97.849998,99.639999,108.20521815358927,98.37884722080544
2016-10-14,101.389999,98.480003,98.50,259.7928477867379,152.18351407611627
2016-10-13,101.379997,99.50,100.629997,97.88575311053164,134.0842604209214
2016-10-12,102.400002,99.889999,100.099998,55.38039233172832,107.84963772452372
2016-10-11,103.879997,101.019997,101.639999,-163.08220760874934,17.5390226134327
2016-10-10,105.059998,104.150002,104.269997,-633.4186597326061,-199.44687150191356
2016-10-07,104.730003,103.139999,104.07,-922.2850324801664,-440.39292516133116
2016-10-06,105.349998,103.580002,104.029999,-588.3355163335709,-489.7071222187444
2016-10-05,106.360001,104.699997,105.290001,-359.2655599118336,-446.22660144977414
2016-10-04,105.459999,104.269997,104.669998,-215.06243391468567,-369.17187893807795
2016-10-03,104.480003,103.010002,104.269997,-123.0878300658148,-287.14386264732354
2016-09-30,105.239998,102.699997,104.529999,-60.14844494533101,-211.47872341332604
2016-09-29,106.300003,102.279999,102.769997,-29.175126286028657,-150.7108577042269
2016-09-28,107.620003,105.449997,105.830002,10.574893318694347,-96.94894069658648
2016-09-27,107.50,105.690002,107.400002,39.27214706095144,-51.54191144407383
2016-09-26,109.419998,105.970001,106.309998,51.337461219638115,-17.24878722283652
2016-09-23,111.139999,109.290001,109.43,67.60500216416978,11.035809239498912
2016-09-22,110.849998,108.540001,110.57,76.25886901238101,32.77682916379295
2016-09-21,109.910004,107.57,109.580002,78.30351613616969,47.95239148791853
2016-09-20,109.199997,108.099998,108.419998,75.30241557309733,57.06906618297813
2016-09-19,109.160004,107.589996,107.730003,70.7057638809362,61.61463208229749
2016-09-16,108.879997,106.699997,108.540001,70.68872595824641,64.63933004094713
2016-09-15,107.709999,105.440002,107.349998,66.20030564259315,65.1596552414958
2016-09-14,106.559998,104.650002,106.059998,47.75924660566937,59.35951902955365
2016-09-13,106.349998,103.50,104.529999,31.22314922416292,49.98072909442341
2016-09-12,107.150002,104.18,106.849998,35.43148184962288,45.13098001282323
2016-09-09,106.970001,104.419998,104.470001,27.853104509536955,39.37168817839447
2016-09-08,107.889999,106.290001,107.650002,37.38961220931739,38.71099618870211
2016-09-07,107.910004,106.300003,106.959999,42.919111420229285,40.113701265877836
2016-09-06,107.199997,105.300003,106.709999,47.38467480339289,42.537359111716185
2016-09-02,107.00,105.260002,105.489998,43.30943334149622,42.79471718830953
2016-09-01,107.300003,105.379997,106.370003,46.65489236629059,44.081442247636545
2016-08-31,107.790001,106.300003,106.739998,55.593020165803466,47.91863488702552
2016-08-30,108.510002,106.739998,107.019997,63.66816467033803,53.168478148129694
2016-08-29,109.440002,107.68,107.949997,72.05286309728987,59.46327313118309
2016-08-26,110.129997,107.50,108.790001,77.24943247771526,65.39199291336047
2016-08-25,111.00,106.650002,107.910004,71.87327378963597,67.55241987211897
2016-08-24,115.50,110.07,110.599998,78.92595639765761,71.34359871396518
2016-08-23,115.519997,113.919998,114.010002,81.100382744873,74.59586005760112
2016-08-22,114.470001,112.529999,114.199997,83.1117540479947,77.43449138773231
2016-08-19,112.93,111.599998,112.160004,77.82500745037109,77.5646634086119
2016-08-18,112.949997,111.949997,112.129997,74.07268741267343,76.40067140996575
2016-08-17,112.839996,111.669998,112.550003,71.97761253125361,74.92631845039504
2016-08-16,114.650002,112.099998,112.169998,68.72915285477666,72.86059658518892
2016-08-15,114.800003,113.309998,114.620003,75.77060206355654,73.83059841131146
2016-08-12,113.860001,112.510002,113.389999,75.84256146335566,74.50125276199286
2016-08-11,113.940002,112.269997,113.809998,77.46888553053728,75.490463684841
2016-08-10,114.199997,111.940002,112.529999,66.69179741258229,72.55757492742143
2016-08-09,114.559998,113.449997,113.800003,63.16872855758811,69.42795947081032
2016-08-08,115.529999,112.75,113.629997,63.258275581428734,67.37139817434979
2016-08-05,117.900002,115.360001,115.529999,75.50551705428583,70.08277113432847
2016-08-04,117.449997,115.540001,116.269997,74.94908224459877,71.7048748377519
2016-08-03,117.610001,113.860001,116.139999,73.88257772977131,72.43077580175837
2016-08-02,115.400002,112.830002,114.290001,62.39822296078714,69.08659152143463
2016-08-01,115.019997,111.610001,114.690002,56.97912850629658,65.05077051638861
2016-07-29,112.43,110.50,112.190002,41.05975237881356,57.05376447053026
2016-07-28,112.25,109.800003,111.260002,30.796599759723048,48.301376233594524
2016-07-27,108.839996,105.559998,108.110001,13.576324907131184,36.72635912477341
2016-07-26,108.029999,105.489998,106.18,10.725658525410477,28.059458924985766
