Date,High,Low,Close,K val,D val
2016-11-02,26.280001,25.73,25.83,0,0
2016-11-01,26.309999,25.950001,26.190001,61.21213112945854,53.73737704315285
2016-10-31,26.549999,26.209999,26.27,71.84262368608077,59.77245925746216
2016-10-28,26.34,26.08,26.25,69.033319617839,62.859412710921106
2016-10-27,26.530001,25.99,26.110001,61.46942703857637,62.396084153472856
2016-10-26,26.450001,25.51,26.40,68.21542359783814,64.3358639682613
2016-10-25,25.700001,25.469999,25.559999,47.07948265740516,58.58373686464258
2016-10-24,26.219999,25.33,25.57,34.47277238888736,50.54674870605751
2016-10-21,26.030001,25.01,25.83,36.64306164276646,45.912186351627156
2016-10-20,25.40,24.959999,25.27,30.056417043906578,40.6269299157203
2016-10-19,25.16,24.93,25.120001,23.391950985245863,34.881936938895485
2016-10-18,25.10,24.780001,24.959999,16.211897745676517,28.658590541155828
2016-10-17,24.809999,24.639999,24.68,8.924671698707005,22.080617593672887
2016-10-14,24.91,24.549999,24.73,7.5370986767561385,17.232777954700637
2016-10-13,24.66,24.219999,24.559999,5.193082449470451,13.219546119623908
2016-10-12,24.66,24.440001,24.549999,8.394785968348586,11.611292735865467
2016-10-11,24.77,24.49,24.639999,12.596523978899025,11.939703150209986
2016-10-10,24.75,24.43,24.709999,16.564349319265993,13.481251873228656
2016-10-07,24.68,24.23,24.35,13.437022130940592,13.466508625799301
2016-10-06,24.74,24.33,24.530001,17.715125976747437,14.88271440944868
2016-10-05,24.870001,24.629999,24.66,27.412939726141097,19.059456181679487
2016-10-04,24.99,24.530001,24.74,37.97227834358048,25.363730235646486
2016-10-03,24.809999,24.040001,24.73,47.392788924374,32.70674979855566
2016-09-30,24.42,24.040001,24.219999,37.91091856262758,34.441472719912966
2016-09-29,24.41,24.01,24.040001,25.273945708418385,31.385630382748104
2016-09-28,24.530001,24.200001,24.309999,27.05334475799323,29.94153517449648
2016-09-27,24.27,23.74,24.200001,24.498182219614513,28.127084189535825
2016-09-26,23.950001,23.60,23.790001,17.665481479743054,24.63988328627157
2016-09-23,24.440001,23.93,23.93,19.690656717910215,22.990141096817784
2016-09-22,24.48,24.09,24.299999,29.913651241196735,25.297977811610767
2016-09-21,24.040001,23.780001,24.00,29.53476029988654,26.71023864103602
2016-09-20,24.110001,23.860001,23.889999,26.644252669948308,26.688243317340117
2016-09-19,24.07,23.809999,23.93,26.853751717362137,26.743412784014126
2016-09-16,23.940001,23.33,23.90,28.65517775493317,27.380667774320475
2016-09-15,23.91,23.440001,23.84,33.2701066977431,29.34381408212802
2016-09-14,23.93,23.559999,23.700001,32.45786812255352,30.381832095603187
2016-09-13,23.85,23.41,23.709999,32.65304251648498,31.138902235897117
2016-09-12,24.200001,23.34,23.950001,39.73973848925088,34.005847653681705
2016-09-09,24.65,23.559999,23.57,33.449680731964406,33.82045867977594
2016-09-08,24.77,24.370001,24.75,58.158373013228825,41.933096790926896
2016-09-07,24.610001,24.34,24.379999,63.07778108289334,48.98132488824905
2016-09-06,24.549999,24.09,24.42,67.28333553674376,55.08199510441395
2016-09-02,24.82,24.51,24.549999,73.09627461708845,61.08675494197212
2016-09-01,24.629999,24.42,24.540001,75.80022334651535,65.9912444101532
2016-08-31,24.719999,24.469999,24.540001,77.56053178055978,69.84767353362207
2016-08-30,24.77,24.50,24.549999,78.95925091676958,72.88486599467124
2016-08-29,24.85,24.549999,24.74,84.17103214271121,76.64692137735123
2016-08-26,24.73,24.41,24.540001,82.60410972869487,78.63265082779911
2016-08-25,24.870001,24.51,24.57,81.16760330889979,79.477634988166
2016-08-24,24.98,24.719999,24.799999,84.45353424636224,81.13626807423141
2016-08-23,25.32,24.85,24.889999,86.26486552753735,82.84580055866672
2016-08-22,25.360001,25.01,25.120001,85.42321658475385,83.7049392340291
2016-08-19,25.17,24.860001,25.15,82.91369600574642,83.4411914912682
2016-08-18,25.52,24.99,25.08,78.7845445209391,81.88897583449183
2016-08-17,25.60,25.32,25.48,84.65516181275822,82.8110378272473
2016-08-16,25.75,25.450001,25.459999,85.84851123651664,83.82352896367041
2016-08-15,26.139999,25.83,25.85,93.05323634673252,86.90009809135778
2016-08-12,26.370001,25.950001,26.02,93.05670343416804,88.95229987229453
2016-08-11,26.27,25.629999,26.16,91.60767886478055,89.83742620312321
2016-08-10,25.709999,25.32,25.58,78.44552242653668,86.04012494426104
2016-08-09,25.60,25.26,25.48,66.11279533537947,79.39768174130052
2016-08-08,25.620001,25.370001,25.41,56.21645516839869,71.6706062169999
2016-08-05,25.91,25.60,25.639999,54.696135675179704,66.0124493697265
2016-08-04,26.450001,25.25,25.59,50.95683357132047,60.99391077025783
2016-08-03,27.16,26.309999,27.040001,83.6934309457065,68.56041749540738
2016-08-02,26.790001,26.49,26.700001,81.10104820464204,72.74062773181893
2016-08-01,26.780001,26.469999,26.620001,77.97663248546814,74.485962649702
2016-07-29,26.82,26.450001,26.639999,76.24269390828765,75.07153973589722
2016-07-28,26.860001,26.57,26.76,77.18099314653733,75.77469087277726
2016-07-27,26.860001,26.620001,26.74,77.45748583242101,76.33562252599184
2016-07-26,27.02,26.60,26.74,77.6418142896768,76.77101978055349
